Employee Name,Manager Name,Email,Date of Hire,Store,Shift Start,Shift End,Station,Hourly Pay Rate
"Hayes, Brandon","Flores, Angela",brandon.hayes@abcfoodmart.com,9/28/2022,ABC Foodmart - Whitestone,3/26/2024 0:00,3/26/2024 0:00,dairy,15.68
"Riley, Ashley","Cooper, Robert",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - Bay Ridge,8/19/2024 0:00,8/19/2024 0:00,deli,19.75
"Jones, Michael","Hoffman, Tina",michael.jones@abcfoodmart.com,1/19/2023,ABC Foodmart - DUMBO,4/3/2024 0:00,4/3/2024 0:00,dry goods,12.78
"Brown, Lisa","Ellis, Grant",lisa.brown@abcfoodmart.com,8/18/2022,ABC Foodmart - Tribeca,1/18/2024 0:00,1/18/2024 0:00,deli,17.74
"Jackson, Michael","Cooper, Robert",michael.jackson@abcfoodmart.com,10/31/2022,ABC Foodmart - Bay Ridge,3/18/2024 0:00,3/18/2024 0:00,dry goods,17.38
"Campbell, Bethany","Ellis, Grant",bethany.campbell@abcfoodmart.com,10/7/2023,ABC Foodmart - Tribeca,12/27/2024 0:00,12/27/2024 0:00,deli,14.06
"Kerr, Jason","Cooper, Robert",jason.kerr@abcfoodmart.com,11/21/2022,ABC Foodmart - Bay Ridge,7/15/2024 0:00,7/15/2024 0:00,customer service,14.19
"Conrad, Frederick","Hoffman, Tina",frederick.conrad@abcfoodmart.com,11/24/2023,ABC Foodmart - DUMBO,10/19/2025 0:00,10/19/2025 0:00,frozen foods,14.76
"Carroll, Eric","Farrell, Christopher",eric.carroll@abcfoodmart.com,12/26/2022,ABC Foodmart - Staten Island,1/22/2025 0:00,1/22/2025 0:00,floral,12.46
"Jackson, Michael","Cooper, Robert",michael.jackson@abcfoodmart.com,10/31/2022,ABC Foodmart - Bay Ridge,4/9/2024 0:00,4/9/2024 0:00,cashier,12.64
"Mckenzie, William","Ellis, Grant",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Tribeca,8/14/2024 0:00,8/14/2024 0:00,frozen foods,18.26
"Mckinney, Marcus","Hoffman, Tina",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - DUMBO,7/17/2024 0:00,7/17/2024 0:00,deli,17.2
"Brooks, Renee","Farrell, Christopher",renee.brooks@abcfoodmart.com,7/15/2023,ABC Foodmart - Staten Island,1/20/2025 0:00,1/20/2025 0:00,floral,17.18
"Meyer, James","Hoffman, Tina",james.meyer@abcfoodmart.com,5/2/2022,ABC Foodmart - DUMBO,7/21/2024 0:00,7/21/2024 0:00,bakery,12.12
"Moon, James","Hoffman, Tina",james.moon@abcfoodmart.com,10/20/2023,ABC Foodmart - DUMBO,5/8/2025 0:00,5/8/2025 0:00,deli,13.83
"Gardner, Laura","Ellis, Grant",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - Tribeca,5/29/2025 0:00,5/29/2025 0:00,dairy,17.25
"Johnson, Samantha","Ellis, Grant",samantha.johnson@abcfoodmart.com,1/16/2023,ABC Foodmart - Tribeca,2/3/2025 0:00,2/3/2025 0:00,meats,16.79
"Day, Natasha","Hoffman, Tina",natasha.day@abcfoodmart.com,8/2/2023,ABC Foodmart - DUMBO,1/1/2025 0:00,1/1/2025 0:00,seafood,18.87
"Perry, Andrea","Cooper, Robert",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - Bay Ridge,12/16/2024 0:00,12/16/2024 0:00,customer service,13.53
"Harrell, Angie","Ellis, Grant",angie.harrell@abcfoodmart.com,6/1/2023,ABC Foodmart - Tribeca,3/5/2025 0:00,3/5/2025 0:00,bakery,14.39
"Church, Joshua","Farrell, Christopher",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - Staten Island,11/3/2025 0:00,11/3/2025 0:00,dry goods,18.41
"Conrad, Frederick","Cooper, Robert",frederick.conrad@abcfoodmart.com,11/24/2023,ABC Foodmart - Bay Ridge,11/17/2025 0:00,11/17/2025 0:00,dairy,16.37
"Randolph, Emily","Ellis, Grant",emily.randolph@abcfoodmart.com,3/9/2023,ABC Foodmart - Tribeca,9/9/2024 0:00,9/9/2024 0:00,dairy,12.7
"Hughes, Christopher","Hoffman, Tina",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - DUMBO,6/13/2024 0:00,6/13/2024 0:00,cashier,15.01
"Love, Thomas","Cooper, Robert",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Bay Ridge,3/2/2026 0:00,3/2/2026 0:00,fresh produce,12.33
"Jackson, Michael","Hoffman, Tina",michael.jackson@abcfoodmart.com,10/31/2022,ABC Foodmart - DUMBO,4/30/2024 0:00,4/30/2024 0:00,fresh produce,19.2
"Perry, Andrea","Cooper, Robert",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - Bay Ridge,12/18/2024 0:00,12/18/2024 0:00,fresh produce,13.33
"Mckenzie, William","Cooper, Robert",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Bay Ridge,8/17/2024 0:00,8/17/2024 0:00,cashier,15.28
"Torres, Steven","Ellis, Grant",steven.torres@abcfoodmart.com,5/10/2023,ABC Foodmart - Tribeca,11/26/2024 0:00,11/26/2024 0:00,frozen foods,15.05
"Moore, Jason","Farrell, Christopher",jason.moore@abcfoodmart.com,7/11/2023,ABC Foodmart - Staten Island,4/1/2025 0:00,4/1/2025 0:00,seafood,13.11
"Galvan, Lori","Hoffman, Tina",lori.galvan@abcfoodmart.com,5/24/2022,ABC Foodmart - DUMBO,10/1/2023 0:00,10/1/2023 0:00,cashier,14.24
"Owens, Jeffrey","Farrell, Christopher",jeffrey.owens@abcfoodmart.com,5/3/2022,ABC Foodmart - Staten Island,8/27/2023 0:00,8/27/2023 0:00,frozen foods,15.58
"Terri, Mrs.","Cooper, Robert",mrs..terri@abcfoodmart.com,9/23/2022,ABC Foodmart - Bay Ridge,6/22/2024 0:00,6/22/2024 0:00,frozen foods,15.58
"Nichols, Mitchell","Ellis, Grant",mitchell.nichols@abcfoodmart.com,9/30/2022,ABC Foodmart - Tribeca,11/24/2023 0:00,11/24/2023 0:00,frozen foods,12.8
"Jones, Christopher","Farrell, Christopher",christopher.jones@abcfoodmart.com,5/19/2022,ABC Foodmart - Staten Island,1/30/2024 0:00,1/30/2024 0:00,cashier,16.73
"Frederick, Evan","Flores, Angela",evan.frederick@abcfoodmart.com,2/24/2023,ABC Foodmart - Whitestone,4/10/2024 0:00,4/10/2024 0:00,floral,13.1
"Gardner, Laura","Flores, Angela",laura.gardner@abcfoodmart.com,9/4/2023,ABC Foodmart - Whitestone,6/7/2025 0:00,6/7/2025 0:00,seafood,15.31
"Church, Joshua","Flores, Angela",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - Whitestone,11/28/2025 0:00,11/28/2025 0:00,fresh produce,16.72
"Meyer, James","Hoffman, Tina",james.meyer@abcfoodmart.com,5/2/2022,ABC Foodmart - DUMBO,8/8/2024 0:00,8/8/2024 0:00,fresh produce,14.49
"Chen, Kathleen","Farrell, Christopher",kathleen.chen@abcfoodmart.com,2/3/2024,ABC Foodmart - Staten Island,5/31/2025 0:00,5/31/2025 0:00,deli,13.23
"Thompson, Andrea","Cooper, Robert",andrea.thompson@abcfoodmart.com,1/6/2023,ABC Foodmart - Bay Ridge,7/26/2024 0:00,7/26/2024 0:00,fresh produce,19.3
"Galvan, Lori","Ellis, Grant",lori.galvan@abcfoodmart.com,5/24/2022,ABC Foodmart - Tribeca,10/30/2023 0:00,10/30/2023 0:00,customer service,19.92
"Chen, Kathleen","Ellis, Grant",kathleen.chen@abcfoodmart.com,2/3/2024,ABC Foodmart - Tribeca,6/11/2025 0:00,6/11/2025 0:00,frozen foods,19.76
"Jones, Evelyn","Farrell, Christopher",evelyn.jones@abcfoodmart.com,2/25/2024,ABC Foodmart - Staten Island,10/22/2025 0:00,10/22/2025 0:00,pharmacy,19.96
"Waters, Julie","Cooper, Robert",julie.waters@abcfoodmart.com,5/20/2023,ABC Foodmart - Bay Ridge,12/28/2024 0:00,12/28/2024 0:00,dry goods,17.4
"Horton, Ashley","Flores, Angela",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - Whitestone,11/2/2025 0:00,11/2/2025 0:00,cashier,17.27
"Davis, Jennifer","Hoffman, Tina",jennifer.davis@abcfoodmart.com,11/3/2023,ABC Foodmart - DUMBO,9/24/2025 0:00,9/24/2025 0:00,customer service,19.93
"Frederick, Evan","Ellis, Grant",evan.frederick@abcfoodmart.com,2/24/2023,ABC Foodmart - Tribeca,5/1/2024 0:00,5/1/2024 0:00,deli,19.92
"Martin, Monica","Flores, Angela",monica.martin@abcfoodmart.com,11/23/2023,ABC Foodmart - Whitestone,2/23/2026 0:00,2/23/2026 0:00,seafood,12.04
"Long, Kirsten","Hoffman, Tina",kirsten.long@abcfoodmart.com,2/24/2024,ABC Foodmart - DUMBO,1/1/2026 0:00,1/1/2026 0:00,deli,13.2
"Colon, Lindsey","Farrell, Christopher",lindsey.colon@abcfoodmart.com,2/16/2023,ABC Foodmart - Staten Island,1/4/2025 0:00,1/4/2025 0:00,deli,13.09
"Marquez, Jeffrey","Farrell, Christopher",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Staten Island,9/29/2024 0:00,9/29/2024 0:00,floral,13.35
"Marquez, Jeffrey","Flores, Angela",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Whitestone,10/1/2024 0:00,10/1/2024 0:00,customer service,16.7
"Spears, Erin","Hoffman, Tina",erin.spears@abcfoodmart.com,7/30/2023,ABC Foodmart - DUMBO,6/9/2025 0:00,6/9/2025 0:00,customer service,14.75
"Smith, Diana","Flores, Angela",diana.smith@abcfoodmart.com,5/31/2023,ABC Foodmart - Whitestone,1/21/2025 0:00,1/21/2025 0:00,bakery,13.04
"Church, Joshua","Farrell, Christopher",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - Staten Island,12/16/2025 0:00,12/16/2025 0:00,pharmacy,13.78
"Wilson, Jill","Flores, Angela",jill.wilson@abcfoodmart.com,12/6/2022,ABC Foodmart - Whitestone,9/16/2024 0:00,9/16/2024 0:00,cashier,16.35
"Bennett, Alec","Ellis, Grant",alec.bennett@abcfoodmart.com,10/3/2023,ABC Foodmart - Tribeca,2/13/2025 0:00,2/13/2025 0:00,meats,14.95
"Werner, Kara","Cooper, Robert",kara.werner@abcfoodmart.com,10/12/2023,ABC Foodmart - Bay Ridge,9/4/2025 0:00,9/4/2025 0:00,cashier,17.86
"Jackson, Michael","Hoffman, Tina",michael.jackson@abcfoodmart.com,10/31/2022,ABC Foodmart - DUMBO,5/16/2024 0:00,5/16/2024 0:00,customer service,19.49
"Chambers, Jeffrey","Farrell, Christopher",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Staten Island,3/23/2024 0:00,3/23/2024 0:00,dairy,18.32
"Warren, Timothy","Flores, Angela",timothy.warren@abcfoodmart.com,12/27/2022,ABC Foodmart - Whitestone,1/14/2025 0:00,1/14/2025 0:00,bakery,18.11
"Burns, Kendra","Cooper, Robert",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - Bay Ridge,11/4/2024 0:00,11/4/2024 0:00,cashier,14.15
"Kramer, Veronica","Cooper, Robert",veronica.kramer@abcfoodmart.com,3/28/2023,ABC Foodmart - Bay Ridge,12/22/2024 0:00,12/22/2024 0:00,frozen foods,13.82
"Horton, Ashley","Cooper, Robert",ashley.horton@abcfoodmart.com,1/24/2024,ABC Foodmart - Bay Ridge,11/19/2025 0:00,11/19/2025 0:00,meats,15.9
"Herrera, Spencer","Cooper, Robert",spencer.herrera@abcfoodmart.com,1/16/2023,ABC Foodmart - Bay Ridge,5/13/2024 0:00,5/13/2024 0:00,deli,12.47
"Bennett, Alec","Ellis, Grant",alec.bennett@abcfoodmart.com,10/3/2023,ABC Foodmart - Tribeca,3/9/2025 0:00,3/9/2025 0:00,fresh produce,16.42
"Kramer, Veronica","Farrell, Christopher",veronica.kramer@abcfoodmart.com,3/28/2023,ABC Foodmart - Staten Island,1/20/2025 0:00,1/20/2025 0:00,bakery,19.43
"Bennett, Alec","Hoffman, Tina",alec.bennett@abcfoodmart.com,10/3/2023,ABC Foodmart - DUMBO,4/1/2025 0:00,4/1/2025 0:00,dry goods,16.23
"Myers, Gary","Ellis, Grant",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - Tribeca,11/2/2024 0:00,11/2/2024 0:00,frozen foods,17.99
"Brooks, Renee","Cooper, Robert",renee.brooks@abcfoodmart.com,7/15/2023,ABC Foodmart - Bay Ridge,1/24/2025 0:00,1/24/2025 0:00,frozen foods,17.68
"Jessica, Ms.","Flores, Angela",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - Whitestone,1/25/2024 0:00,1/25/2024 0:00,pharmacy,14.08
"Bennett, Alec","Hoffman, Tina",alec.bennett@abcfoodmart.com,10/3/2023,ABC Foodmart - DUMBO,4/12/2025 0:00,4/12/2025 0:00,bakery,16.24
"Myers, Gary","Hoffman, Tina",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - DUMBO,11/3/2024 0:00,11/3/2024 0:00,fresh produce,19.22
"Durham, Denise","Ellis, Grant",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - Tribeca,4/3/2024 0:00,4/3/2024 0:00,floral,15.4
"Williams, Michael","Hoffman, Tina",michael.williams@abcfoodmart.com,6/11/2023,ABC Foodmart - DUMBO,11/8/2024 0:00,11/8/2024 0:00,seafood,13.12
"Nichols, Brandon","Flores, Angela",brandon.nichols@abcfoodmart.com,2/28/2024,ABC Foodmart - Whitestone,10/18/2025 0:00,10/18/2025 0:00,meats,14.05
"Hayes, Brandon","Flores, Angela",brandon.hayes@abcfoodmart.com,9/28/2022,ABC Foodmart - Whitestone,4/11/2024 0:00,4/11/2024 0:00,fresh produce,13.14
"Eric, Mr.","Flores, Angela",mr..eric@abcfoodmart.com,9/2/2022,ABC Foodmart - Whitestone,12/1/2023 0:00,12/1/2023 0:00,meats,12.01
"Hayes, Brandon","Ellis, Grant",brandon.hayes@abcfoodmart.com,9/28/2022,ABC Foodmart - Tribeca,5/7/2024 0:00,5/7/2024 0:00,floral,16.6
"Long, Kirsten","Ellis, Grant",kirsten.long@abcfoodmart.com,2/24/2024,ABC Foodmart - Tribeca,1/2/2026 0:00,1/2/2026 0:00,fresh produce,13.25
"Harrell, Angie","Ellis, Grant",angie.harrell@abcfoodmart.com,6/1/2023,ABC Foodmart - Tribeca,4/1/2025 0:00,4/1/2025 0:00,floral,16.36
"Durham, Denise","Hoffman, Tina",denise.durham@abcfoodmart.com,10/24/2022,ABC Foodmart - DUMBO,4/20/2024 0:00,4/20/2024 0:00,fresh produce,16.72
"Campbell, Brittany","Flores, Angela",brittany.campbell@abcfoodmart.com,3/25/2023,ABC Foodmart - Whitestone,11/5/2024 0:00,11/5/2024 0:00,frozen foods,13.44
"Perry, Andrea","Cooper, Robert",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - Bay Ridge,12/20/2024 0:00,12/20/2024 0:00,dairy,18.55
"Williams, Michael","Ellis, Grant",michael.williams@abcfoodmart.com,6/11/2023,ABC Foodmart - Tribeca,11/24/2024 0:00,11/24/2024 0:00,fresh produce,18.41
"Jones, Christopher","Hoffman, Tina",christopher.jones@abcfoodmart.com,5/19/2022,ABC Foodmart - DUMBO,2/11/2024 0:00,2/11/2024 0:00,dry goods,17.44
"Church, Joshua","Cooper, Robert",joshua.church@abcfoodmart.com,3/3/2024,ABC Foodmart - Bay Ridge,1/12/2026 0:00,1/12/2026 0:00,frozen foods,12.57
"Glover, Michelle","Ellis, Grant",michelle.glover@abcfoodmart.com,8/25/2022,ABC Foodmart - Tribeca,8/16/2024 0:00,8/16/2024 0:00,dry goods,14.74
"Mckenzie, William","Ellis, Grant",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Tribeca,8/21/2024 0:00,8/21/2024 0:00,bakery,12.1
"Chambers, Jeffrey","Cooper, Robert",jeffrey.chambers@abcfoodmart.com,9/29/2022,ABC Foodmart - Bay Ridge,3/27/2024 0:00,3/27/2024 0:00,bakery,15.89
"Perry, Andrea","Hoffman, Tina",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - DUMBO,1/11/2025 0:00,1/11/2025 0:00,meats,12.34
"Myers, Gary","Hoffman, Tina",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - DUMBO,11/24/2024 0:00,11/24/2024 0:00,customer service,14.69
"Mckenzie, William","Hoffman, Tina",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - DUMBO,9/4/2024 0:00,9/4/2024 0:00,floral,12.98
"Riley, Ashley","Ellis, Grant",ashley.riley@abcfoodmart.com,8/17/2022,ABC Foodmart - Tribeca,9/6/2024 0:00,9/6/2024 0:00,deli,19.48
"Bradley, Rita","Flores, Angela",rita.bradley@abcfoodmart.com,8/6/2023,ABC Foodmart - Whitestone,2/23/2025 0:00,2/23/2025 0:00,meats,18.18
"Love, Thomas","Ellis, Grant",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Tribeca,3/23/2026 0:00,3/23/2026 0:00,fresh produce,16.49
"Hernandez, Michael","Flores, Angela",michael.hernandez@abcfoodmart.com,5/24/2022,ABC Foodmart - Whitestone,4/2/2024 0:00,4/2/2024 0:00,pharmacy,17.39
"Rogers, Mark","Ellis, Grant",mark.rogers@abcfoodmart.com,5/8/2023,ABC Foodmart - Tribeca,5/4/2024 0:00,5/4/2024 0:00,pharmacy,18.98
"Moyer, Steven","Ellis, Grant",steven.moyer@abcfoodmart.com,12/26/2022,ABC Foodmart - Tribeca,11/25/2023 0:00,11/25/2023 0:00,dry goods,19.18
"Roach, Christine","Hoffman, Tina",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - DUMBO,5/30/2025 0:00,5/30/2025 0:00,meats,16.27
"Waters, Julie","Hoffman, Tina",julie.waters@abcfoodmart.com,5/20/2023,ABC Foodmart - DUMBO,1/20/2025 0:00,1/20/2025 0:00,frozen foods,19.15
"Jones, Evelyn","Flores, Angela",evelyn.jones@abcfoodmart.com,2/25/2024,ABC Foodmart - Whitestone,11/9/2025 0:00,11/9/2025 0:00,deli,17.21
"Conrad, Frederick","Ellis, Grant",frederick.conrad@abcfoodmart.com,11/24/2023,ABC Foodmart - Tribeca,12/13/2025 0:00,12/13/2025 0:00,dry goods,17.39
"Burns, Kendra","Ellis, Grant",kendra.burns@abcfoodmart.com,12/13/2022,ABC Foodmart - Tribeca,11/14/2024 0:00,11/14/2024 0:00,cashier,18.43
"Woods, Marcus","Cooper, Robert",marcus.woods@abcfoodmart.com,4/1/2024,ABC Foodmart - Bay Ridge,7/17/2025 0:00,7/17/2025 0:00,customer service,16.32
"Pena, Johnathan","Ellis, Grant",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - Tribeca,9/1/2024 0:00,9/1/2024 0:00,pharmacy,16.45
"Torres, Steven","Flores, Angela",steven.torres@abcfoodmart.com,5/10/2023,ABC Foodmart - Whitestone,12/13/2024 0:00,12/13/2024 0:00,pharmacy,16.06
"Mckenzie, William","Farrell, Christopher",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Staten Island,9/15/2024 0:00,9/15/2024 0:00,frozen foods,19.54
"Smith, Brandy","Farrell, Christopher",brandy.smith@abcfoodmart.com,12/26/2023,ABC Foodmart - Staten Island,12/15/2025 0:00,12/15/2025 0:00,floral,17.3
"Marquez, Jeffrey","Cooper, Robert",jeffrey.marquez@abcfoodmart.com,2/19/2023,ABC Foodmart - Bay Ridge,10/24/2024 0:00,10/24/2024 0:00,dry goods,12.99
"Moore, Jason","Hoffman, Tina",jason.moore@abcfoodmart.com,7/11/2023,ABC Foodmart - DUMBO,4/9/2025 0:00,4/9/2025 0:00,seafood,16.05
"Tate, Harry","Flores, Angela",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - Whitestone,4/20/2024 0:00,4/20/2024 0:00,customer service,13.13
"Hayes, Brandon","Cooper, Robert",brandon.hayes@abcfoodmart.com,9/28/2022,ABC Foodmart - Bay Ridge,6/5/2024 0:00,6/5/2024 0:00,cashier,19.15
"Sean, Mr.","Hoffman, Tina",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - DUMBO,9/8/2024 0:00,9/8/2024 0:00,seafood,14.76
"Herrera, Spencer","Flores, Angela",spencer.herrera@abcfoodmart.com,1/16/2023,ABC Foodmart - Whitestone,5/19/2024 0:00,5/19/2024 0:00,customer service,13.85
"Mckenzie, William","Farrell, Christopher",william.mckenzie@abcfoodmart.com,1/4/2023,ABC Foodmart - Staten Island,10/10/2024 0:00,10/10/2024 0:00,meats,19.42
"Warren, Timothy","Cooper, Robert",timothy.warren@abcfoodmart.com,12/27/2022,ABC Foodmart - Bay Ridge,2/2/2025 0:00,2/2/2025 0:00,pharmacy,12.37
"Mckinney, Marcus","Ellis, Grant",marcus.mckinney@abcfoodmart.com,8/14/2022,ABC Foodmart - Tribeca,7/27/2024 0:00,7/27/2024 0:00,meats,14.29
"Moon, James","Ellis, Grant",james.moon@abcfoodmart.com,10/20/2023,ABC Foodmart - Tribeca,5/10/2025 0:00,5/10/2025 0:00,cashier,16.1
"Hughes, Christopher","Farrell, Christopher",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - Staten Island,6/16/2024 0:00,6/16/2024 0:00,dry goods,12.25
"Glover, Michelle","Cooper, Robert",michelle.glover@abcfoodmart.com,8/25/2022,ABC Foodmart - Bay Ridge,9/9/2024 0:00,9/9/2024 0:00,bakery,17.26
"Foster, Kenneth","Hoffman, Tina",kenneth.foster@abcfoodmart.com,4/23/2023,ABC Foodmart - DUMBO,12/7/2024 0:00,12/7/2024 0:00,cashier,13.16
"Dodson, Courtney","Cooper, Robert",courtney.dodson@abcfoodmart.com,1/10/2023,ABC Foodmart - Bay Ridge,8/30/2024 0:00,8/30/2024 0:00,pharmacy,17.31
"Sosa, David","Cooper, Robert",david.sosa@abcfoodmart.com,7/27/2023,ABC Foodmart - Bay Ridge,4/22/2025 0:00,4/22/2025 0:00,dry goods,14.81
"Atkinson, Gary","Flores, Angela",gary.atkinson@abcfoodmart.com,5/24/2022,ABC Foodmart - Whitestone,2/17/2024 0:00,2/17/2024 0:00,floral,12.66
"Sean, Mr.","Flores, Angela",mr..sean@abcfoodmart.com,3/25/2023,ABC Foodmart - Whitestone,9/13/2024 0:00,9/13/2024 0:00,meats,13.06
"Roach, Christine","Ellis, Grant",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - Tribeca,5/31/2025 0:00,5/31/2025 0:00,pharmacy,13.26
"Day, Natasha","Flores, Angela",natasha.day@abcfoodmart.com,8/2/2023,ABC Foodmart - Whitestone,1/10/2025 0:00,1/10/2025 0:00,deli,16.47
"Love, Thomas","Hoffman, Tina",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - DUMBO,4/3/2026 0:00,4/3/2026 0:00,fresh produce,14.45
"Roach, Christine","Flores, Angela",christine.roach@abcfoodmart.com,10/15/2023,ABC Foodmart - Whitestone,6/24/2025 0:00,6/24/2025 0:00,pharmacy,16.32
"Nguyen, Richard","Ellis, Grant",richard.nguyen@abcfoodmart.com,9/27/2022,ABC Foodmart - Tribeca,7/7/2024 0:00,7/7/2024 0:00,bakery,13.08
"Walls, Kristen","Flores, Angela",kristen.walls@abcfoodmart.com,2/10/2023,ABC Foodmart - Whitestone,6/26/2024 0:00,6/26/2024 0:00,cashier,18.93
"Spears, Erin","Ellis, Grant",erin.spears@abcfoodmart.com,7/30/2023,ABC Foodmart - Tribeca,6/13/2025 0:00,6/13/2025 0:00,customer service,15.57
"Campbell, Bethany","Flores, Angela",bethany.campbell@abcfoodmart.com,10/7/2023,ABC Foodmart - Whitestone,1/19/2025 0:00,1/19/2025 0:00,meats,16.78
"Chen, Kathleen","Flores, Angela",kathleen.chen@abcfoodmart.com,2/3/2024,ABC Foodmart - Whitestone,7/9/2025 0:00,7/9/2025 0:00,cashier,14.8
"Pena, Johnathan","Cooper, Robert",johnathan.pena@abcfoodmart.com,2/22/2023,ABC Foodmart - Bay Ridge,9/29/2024 0:00,9/29/2024 0:00,floral,14.18
"Perry, Andrea","Hoffman, Tina",andrea.perry@abcfoodmart.com,5/5/2023,ABC Foodmart - DUMBO,1/27/2025 0:00,1/27/2025 0:00,seafood,17.67
"Jones, Evelyn","Ellis, Grant",evelyn.jones@abcfoodmart.com,2/25/2024,ABC Foodmart - Tribeca,12/4/2025 0:00,12/4/2025 0:00,fresh produce,15.5
"Thomas, Robert","Farrell, Christopher",robert.thomas@abcfoodmart.com,5/18/2022,ABC Foodmart - Staten Island,5/16/2024 0:00,5/16/2024 0:00,frozen foods,13.11
"Myers, Gary","Farrell, Christopher",gary.myers@abcfoodmart.com,10/13/2023,ABC Foodmart - Staten Island,12/16/2024 0:00,12/16/2024 0:00,pharmacy,17.15
"Hernandez, Michael","Flores, Angela",michael.hernandez@abcfoodmart.com,5/24/2022,ABC Foodmart - Whitestone,4/14/2024 0:00,4/14/2024 0:00,deli,18.63
"Woods, Marcus","Farrell, Christopher",marcus.woods@abcfoodmart.com,4/1/2024,ABC Foodmart - Staten Island,7/31/2025 0:00,7/31/2025 0:00,fresh produce,14.01
"Martin, Monica","Flores, Angela",monica.martin@abcfoodmart.com,11/23/2023,ABC Foodmart - Whitestone,3/12/2026 0:00,3/12/2026 0:00,fresh produce,13.94
"Jones, Christopher","Cooper, Robert",christopher.jones@abcfoodmart.com,5/19/2022,ABC Foodmart - Bay Ridge,3/6/2024 0:00,3/6/2024 0:00,meats,19.59
"Waters, Julie","Farrell, Christopher",julie.waters@abcfoodmart.com,5/20/2023,ABC Foodmart - Staten Island,1/24/2025 0:00,1/24/2025 0:00,cashier,12.85
"Hughes, Christopher","Hoffman, Tina",christopher.hughes@abcfoodmart.com,9/1/2022,ABC Foodmart - DUMBO,7/3/2024 0:00,7/3/2024 0:00,bakery,16.99
"Foster, Kenneth","Flores, Angela",kenneth.foster@abcfoodmart.com,4/23/2023,ABC Foodmart - Whitestone,12/16/2024 0:00,12/16/2024 0:00,dairy,17.38
"Love, Thomas","Ellis, Grant",thomas.love@abcfoodmart.com,2/18/2024,ABC Foodmart - Tribeca,4/26/2026 0:00,4/26/2026 0:00,pharmacy,16.59
"Hull, Shane","Cooper, Robert",shane.hull@abcfoodmart.com,1/9/2024,ABC Foodmart - Bay Ridge,9/28/2025 0:00,9/28/2025 0:00,frozen foods,15.13
"Williams, Michael","Ellis, Grant",michael.williams@abcfoodmart.com,6/11/2023,ABC Foodmart - Tribeca,11/25/2024 0:00,11/25/2024 0:00,frozen foods,13.19
"Jessica, Ms.","Cooper, Robert",ms..jessica@abcfoodmart.com,6/10/2022,ABC Foodmart - Bay Ridge,2/11/2024 0:00,2/11/2024 0:00,fresh produce,19.16
"Glover, Michelle","Hoffman, Tina",michelle.glover@abcfoodmart.com,8/25/2022,ABC Foodmart - DUMBO,9/22/2024 0:00,9/22/2024 0:00,pharmacy,19.7
"Tate, Harry","Cooper, Robert",harry.tate@abcfoodmart.com,9/18/2022,ABC Foodmart - Bay Ridge,5/11/2024 0:00,5/11/2024 0:00,seafood,19.8
"Carroll, Eric","Ellis, Grant",eric.carroll@abcfoodmart.com,12/26/2022,ABC Foodmart - Tribeca,1/31/2025 0:00,1/31/2025 0:00,customer service,12.18
"Colon, Lindsey","Cooper, Robert",lindsey.colon@abcfoodmart.com,2/16/2023,ABC Foodmart - Bay Ridge,1/15/2025 0:00,1/15/2025 0:00,customer service,14.71
